Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Bergen, Benjamin","
COGS 15 - Uncensored Intro. to Language (A)
",FA21,121,"
88
","
100.0%
","
100.0%
","
2.16
","
A- (3.73)
","
B+ (3.62)
"
"Bergen, Benjamin","
COGS 15 - Uncensored Intro. to Language (A)
",FA20,43,"
29
","
96.4%
","
100.0%
","
3.14
","
B+ (3.60)
","
B (3.14)
"
"Bergen, Benjamin","
COGS 15 - Uncensored Intro. to Language (A)
",FA19,111,"
74
","
95.5%
","
98.5%
","
2.24
","
B+ (3.49)
","
B (3.28)
"
"Bergen, Benjamin","
COGS 15 - Uncensored Intro. to Language (A)
",FA18,115,"
78
","
100.0%
","
100.0%
","
2.29
","
B+ (3.63)
","
B+ (3.39)
"
"Bergen, Benjamin","
COGS 15 - Uncensored Intro. to Language (A)
",FA16,74,"
38
","
92.1%
","
94.7%
","
2.28
","
B+ (3.49)
","
B (3.24)
"
"Bergen, Benjamin","
COGS 15 - Uncensored Intro. to Language (A)
",FA15,47,"
20
","
100.0%
","
100.0%
","
3.17
","
B (3.20)
","
B (3.28)
"
"Bergen, Benjamin","
COGS 15 - Uncensored Intro. to Language (A)
",SP15,54,"
29
","
57.1%
","
75.0%
","
3.24
","
B+ (3.32)
","
B- (2.96)
"
"Bergen, Benjamin","
COGS 15 - Uncensored Intro. to Language (A)
",WI14,46,"
25
","
91.3%
","
95.7%
","
3.89
","
B+ (3.32)
","
B+ (3.37)
"
"Bergen, Benjamin","
COGS 15 - Uncensored Intro. to Language (A)
",SP13,62,"
26
","
92.3%
","
92.3%
","
4.42
","
B+ (3.37)
","
B (3.07)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Coulson, Seana M","
COGS 151 - Analogy and Conceptual Systems (A)
",FA21,50,"
15
","
73.3%
","
80.0%
","
5.30
","
B+ (3.57)
","
C+ (2.49)
"
"Coulson, Seana M","
COGS 151 - Analogy and Conceptual Systems (A)
",WI21,40,"
15
","
93.3%
","
93.3%
","
5.03
","
B+ (3.50)
","
B (3.29)
"
"Coulson, Seana M","
COGS 151 - Analogy and Conceptual Systems (A)
",WI20,38,"
13
","
92.3%
","
92.3%
","
2.65
","
A- (3.70)
","
B+ (3.62)
"
"Coulson, Seana M","
COGS 151 - Analogy and Conceptual Systems (A)
",SP18,41,"
13
","
72.7%
","
90.9%
","
4.32
","
B+ (3.60)
","
B+ (3.45)
"
"Coulson, Seana M","
COGS 151 - Analogy and Conceptual Systems (A)
",S117,16,"
5
","
75.0%
","
100.0%
","
3.00
","
B (3.00)
","
N/A
"
"Coulson, Seana M","
COGS 151 - Analogy and Conceptual Systems (A)
",WI17,25,"
7
","
85.7%
","
100.0%
","
4.21
","
B (3.29)
","
B (3.08)
"
"Coulson, Seana M","
COGS 151 - Analogy and Conceptual Systems (A)
",WI16,10,"
6
","
83.3%
","
100.0%
","
6.83
","
A- (3.83)
","
N/A
"
"Coulson, Seana M","
COGS 151 - Analogy and Conceptual Systems (A)
",FA14,21,"
6
","
66.7%
","
83.3%
","
5.17
","
B (3.00)
","
B+ (3.43)
"
"Coulson, Seana M","
COGS 151 - Analogy and Conceptual Systems (A)
",SP14,29,"
6
","
33.3%
","
33.3%
","
4.50
","
B (3.17)
","
B (3.22)
"
"Marghetis, Tyler","
COGS 151 - Analogy and Conceptual Systems (A)
",S213,12,"
4
","
100.0%
","
100.0%
","
5.17
","
B+ (3.50)
","
N/A
"
"Coulson, Seana M","
COGS 151 - Analogy and Conceptual Systems (A)
",WI13,24,"
9
","
77.8%
","
88.9%
","
5.00
","
B+ (3.38)
","
A- (3.74)
"
"Coulson, Seana M                   ","
COGS 151 - Analogy and Conceptual Systems (A)
",FA10,18,"
7
","
100.0%
","
85.7%
","
4.21
","
B+ (3.67)
","
N/A
"
"Coulson, Seana M                   ","
COGS 151 - Analogy and Conceptual Systems (A)
",FA09,18,"
17
","
88.2%
","
94.1%
","
5.09
","
B+ (3.69)
","
N/A
"
"Coulson, Seana M                   ","
COGS 151 - Analogy and Conceptual Systems (A)
",SU09,14,"
6
","
66.7%
","
100.0%
","
7.83
","
B+ (3.67)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Nunez, Rafael E","
COGS 152 - Cognitive Foundations of Math (A)
",WI23,19,"
5
","
100.0%
","
100.0%
","
3.50
","
B+ (3.33)
","
N/A
"
"Nunez, Rafael E","
COGS 152 - Cognitive Foundations of Math (A)
",WI22,38,"
8
","
62.5%
","
75.0%
","
3.50
","
B (3.14)
","
C+ (2.32)
"
"Nunez, Rafael E","
COGS 152 - Cognitive Foundations of Math (A)
",WI20,35,"
12
","
91.7%
","
100.0%
","
3.83
","
B (3.00)
","
C (2.20)
"
"Relaford-Doyle, Josephine","
COGS 152 - Cognitive Foundations of Math (A)
",S119,29,"
22
","
95.2%
","
100.0%
","
4.98
","
B+ (3.67)
","
B+ (3.53)
"
"Nunez, Rafael E","
COGS 152 - Cognitive Foundations of Math (A)
",SP19,49,"
14
","
92.3%
","
100.0%
","
3.88
","
B (3.00)
","
B- (2.94)
"
"Nunez, Rafael E","
COGS 152 - Cognitive Foundations of Math (A)
",SP18,39,"
11
","
72.7%
","
90.9%
","
3.50
","
C+ (2.60)
","
B- (3.00)
"
"Nunez, Rafael E","
COGS 152 - Cognitive Foundations of Math (A)
",SP17,37,"
10
","
80.0%
","
80.0%
","
5.30
","
B+ (3.30)
","
B (3.01)
"
"Nunez, Rafael E","
COGS 152 - Cognitive Foundations of Math (A)
",WI16,17,"
7
","
100.0%
","
100.0%
","
4.79
","
C+ (2.60)
","
N/A
"
"Marghetis, Tyler","
COGS 152 - Cognitive Foundations of Math (A)
",SP15,32,"
18
","
94.4%
","
100.0%
","
4.61
","
B (3.27)
","
B (3.27)
"
"Nunez, Rafael E","
COGS 152 - Cognitive Foundations of Math (A)
",WI15,24,"
7
","
83.3%
","
100.0%
","
5.83
","
B+ (3.40)
","
B (3.04)
"
"Marghetis, Tyler","
COGS 152 - Cognitive Foundations of Math (A)
",SP14,36,"
10
","
100.0%
","
100.0%
","
5.30
","
B (3.14)
","
B- (2.93)
"
"Nunez, Rafael E                    ","
COGS 152 - Cognitive Foundations of Math  (A)
",SP10,42,"
13
","
69.2%
","
84.6%
","
4.50
","
B (3.17)
","
B (3.00)
"
"Nunez, Rafael E               ","
COGS 152 - Cognitive Foundations of Math  (A)
",FA07,17,"
12
","
75.0%
","
100.0%
","
4.17
","
A- (3.70)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Davis, Joshua Daniel","
COGS 153 - Language Comprehension (A)
",SP22,75,"
20
","
88.9%
","
100.0%
","
4.83
","
B+ (3.56)
","
B (3.18)
"
"Davis, Joshua Daniel","
COGS 153 - Language Comprehension (A)
",SP21,88,"
30
","
83.3%
","
89.7%
","
6.50
","
B (3.17)
","
B (3.17)
"
"Davis, Joshua Daniel","
COGS 153 - Language Comprehension (A)
",S120,30,"
9
","
87.5%
","
87.5%
","
6.00
","
B+ (3.50)
","
B+ (3.35)
"
"Davis, Joshua Daniel","
COGS 153 - Language Comprehension (A)
",FA19,54,"
20
","
94.7%
","
100.0%
","
4.20
","
B (3.25)
","
B+ (3.35)
"
"Semenuks, Arturs","
COGS 153 - Language Comprehension (A)
",S218,22,"
19
","
100.0%
","
94.7%
","
6.50
","
B+ (3.47)
","
A- (3.76)
"
"Yang, Dorothy Daw-Shin","
COGS 153 - Language Comprehension (A)
",SP18,40,"
28
","
92.9%
","
100.0%
","
5.71
","
B+ (3.44)
","
B- (2.72)
"
"Walker, Esther Jane","
COGS 153 - Language Comprehension (A)
",SP17,37,"
12
","
100.0%
","
100.0%
","
5.50
","
A- (3.91)
","
A- (3.75)
"
"Bergen, Benjamin","
COGS 153 - Language Comprehension (A)
",WI16,26,"
14
","
92.3%
","
100.0%
","
4.96
","
B+ (3.62)
","
A- (3.76)
"
"Metusalem, Ross","
COGS 153 - Language Comprehension (A)
",S215,18,"
8
","
100.0%
","
100.0%
","
6.50
","
B+ (3.50)
","
N/A
"
"Bergen, Benjamin","
COGS 153 - Language Comprehension (A)
",WI15,39,"
14
","
78.6%
","
100.0%
","
4.50
","
B+ (3.50)
","
B+ (3.46)
"
"Metusalem, Ross","
COGS 153 - Language Comprehension (A)
",S213,20,"
6
","
100.0%
","
83.3%
","
8.83
","
B+ (3.60)
","
B- (2.94)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Akhavan, Niloofar","
COGS 154 - Comm Disorders/Children&Adults (A)
",WI22,144,"
53
","
96.1%
","
96.1%
","
3.99
","
A- (3.82)
","
A- (3.93)
"
"Lee, Brittany Alexandra","
COGS 154 - Comm Disorders/Children&Adults (A)
",S221,29,"
11
","
88.9%
","
100.0%
","
6.50
","
A- (3.78)
","
A- (3.82)
"
"Lee, Brittany Alexandra","
COGS 154 - Comm Disorders/Children&Adults (A)
",S121,47,"
10
","
100.0%
","
100.0%
","
4.90
","
A- (3.90)
","
B+ (3.69)
"
"Lee, Brittany Alexandra","
COGS 154 - Comm Disorders/Children&Adults (A)
",SP21,127,"
43
","
95.2%
","
95.2%
","
5.04
","
A- (3.88)
","
A- (3.87)
"
"Lee, Brittany Alexandra","
COGS 154 - Comm Disorders/Children&Adults (A)
",S220,51,"
20
","
100.0%
","
89.5%
","
6.40
","
A- (3.89)
","
A- (3.79)
"
"Lee, Brittany Alexandra","
COGS 154 - Comm Disorders/Children&Adults (A)
",S120,30,"
10
","
100.0%
","
100.0%
","
7.70
","
A- (3.90)
","
B+ (3.43)
"
"Yang, Dorothy Daw-Shin","
COGS 154 - Comm Disorders/Children&Adults (A)
",S118,44,"
37
","
97.3%
","
94.6%
","
6.01
","
B+ (3.39)
","
B (3.07)
"
"Yang, Dorothy Daw-Shin","
COGS 154 - Comm Disorders/Children&Adults (A)
",WI18,74,"
65
","
95.4%
","
95.4%
","
3.98
","
B (3.19)
","
B (3.16)
"
"Yang, Dorothy Daw-Shin","
COGS 154 - Comm Disorders/Children&Adults (A)
",S117,69,"
14
","
100.0%
","
84.6%
","
5.21
","
B (3.25)
","
B- (2.86)
"
"Yang, Dorothy Daw-Shin","
COGS 154 - Comm Disorders/Children&Adults (A)
",FA16,68,"
34
","
97.1%
","
100.0%
","
3.83
","
B+ (3.39)
","
B (3.03)
"
"Yang, Dorothy Daw-Shin","
COGS 154 - Comm Disorders/Children&Adults (A)
",S216,28,"
6
","
100.0%
","
100.0%
","
6.17
","
B+ (3.60)
","
B (3.19)
"
"Yang, Dorothy Daw-Shin","
COGS 154 - Comm Disorders/Children&Adults (A)
",SP16,112,"
45
","
100.0%
","
93.0%
","
4.13
","
B+ (3.31)
","
B (3.09)
"
"Ellis, Erica Michelle","
COGS 154 - Comm Disorders/Children&Adults (A)
",S115,34,"
22
","
100.0%
","
95.5%
","
5.23
","
B+ (3.43)
","
B+ (3.55)
"
"Ellis, Erica Michelle","
COGS 154 - Comm Disorders/Children&Adults (A)
",SP15,139,"
95
","
95.8%
","
97.9%
","
4.37
","
A- (3.72)
","
B+ (3.35)
"
"Yang, Dorothy D","
COGS 154 - Comm Disorders/Children&Adults (A)
",S214,44,"
8
","
87.5%
","
100.0%
","
4.75
","
B+ (3.43)
","
B- (2.99)
"
"Ellis, Erica Michelle","
COGS 154 - Comm Disorders/Children&Adults (A)
",S113,64,"
34
","
97.0%
","
87.9%
","
5.75
","
B+ (3.67)
","
B+ (3.70)
"
"McQuire, Marguerite                ","
COGS 154 - Comm Disorders/Children&Adults (A)
",SU10,70,"
25
","
96.0%
","
76.0%
","
5.62
","
B+ (3.61)
","
N/A
"
"McQuire, Marguerite                ","
COGS 154 - Comm Disorders/Children&Adults (A)
",SU09,65,"
31
","
90.3%
","
80.6%
","
5.85
","
B+ (3.68)
","
N/A
"
"Cummings, Alycia Erin              ","
COGS 154 - Comm Disorders/Children&Adults (A)
",SU08,56,"
54
","
100.0%
","
98.1%
","
4.24
","
B+ (3.67)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Cooperrider, Kensy A","
COGS 155 - Gesture and Cognition (A)
",SP23,53,"
18
","
100.0%
","
100.0%
","
3.39
","
A- (3.72)
","
B+ (3.43)
"
"Nunez, Rafael E","
COGS 155 - Gesture and Cognition (A)
",SP21,49,"
10
","
90.0%
","
90.0%
","
3.50
","
B+ (3.56)
","
C (2.08)
"
"Nunez, Rafael E","
COGS 155 - Gesture and Cognition (A)
",SP20,38,"
8
","
50.0%
","
62.5%
","
2.50
","
B (3.25)
","
B (3.09)
"
"Nunez, Rafael E","
COGS 155 - Gesture and Cognition (A)
",SP19,51,"
20
","
100.0%
","
100.0%
","
2.92
","
B+ (3.38)
","
B- (2.95)
"
"Nunez, Rafael E","
COGS 155 - Gesture and Cognition (A)
",FA17,39,"
19
","
94.7%
","
94.7%
","
4.71
","
B+ (3.42)
","
B (3.26)
"
"Nunez, Rafael E","
COGS 155 - Gesture and Cognition (A)
",WI17,33,"
10
","
87.5%
","
62.5%
","
5.07
","
B (3.00)
","
B- (2.85)
"
"Nunez, Rafael E","
COGS 155 - Gesture and Cognition (A)
",SP15,36,"
9
","
100.0%
","
100.0%
","
4.06
","
B+ (3.56)
","
B- (2.79)
"
"Walker, Esther Jane","
COGS 155 - Gesture and Cognition (A)
",S114,14,"
5
","
100.0%
","
100.0%
","
4.90
","
B+ (3.40)
","
N/A
"
"Cooperrider, Kensy A               ","
COGS 155 - Gesture and Cognition          (A)
",WI10,35,"
17
","
100.0%
","
100.0%
","
4.15
","
B+ (3.63)
","
B (3.05)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Creel, Sarah","
COGS 156 - Language Development (A)
",WI23,69,"
25
","
100.0%
","
91.7%
","
4.25
","
B+ (3.50)
","
B- (2.71)
"
"Creel, Sarah","
COGS 156 - Language Development (A)
",SP21,68,"
18
","
94.4%
","
100.0%
","
4.26
","
B+ (3.47)
","
B+ (3.54)
"
"Creel, Sarah","
COGS 156 - Language Development (A)
",FA20,81,"
40
","
100.0%
","
97.4%
","
3.99
","
B+ (3.69)
","
B+ (3.52)
"
"Creel, Sarah","
COGS 156 - Language Development (A)
",WI20,58,"
24
","
91.3%
","
95.7%
","
3.28
","
B+ (3.48)
","
B+ (3.58)
"
"Creel, Sarah","
COGS 156 - Language Development (A)
",WI18,57,"
30
","
96.7%
","
100.0%
","
3.90
","
B+ (3.58)
","
B+ (3.67)
"
"Creel, Sarah","
COGS 156 - Language Development (B)
",FA16,23,"
7
","
100.0%
","
100.0%
","
3.93
","
A- (3.71)
","
B+ (3.36)
"
"Creel, Sarah","
COGS 156 - Language Development (A)
",SP16,64,"
23
","
76.2%
","
76.2%
","
4.88
","
B+ (3.35)
","
B (3.20)
"
"Creel, Sarah","
COGS 156 - Language Development (B)
",FA14,41,"
9
","
75.0%
","
75.0%
","
6.00
","
B (3.00)
","
B- (2.89)
"
"Creel, Sarah","
COGS 156 - Language Development (A)
",SP14,96,"
35
","
87.1%
","
93.5%
","
3.17
","
B (3.26)
","
B (3.01)
"
"Creel, Sarah","
COGS 156 - Language Development (A)
",SP13,82,"
26
","
96.2%
","
100.0%
","
3.81
","
B+ (3.40)
","
B (3.26)
"
"Creel, Sarah                       ","
COGS 156 - Language Development           (A)
",SP10,87,"
46
","
95.6%
","
100.0%
","
4.06
","
B+ (3.42)
","
B (3.17)
"
"Creel, Sarah                  ","
COGS 156 - Language Development           (A)
",SP08,64,"
40
","
100.0%
","
97.5%
","
3.10
","
B+ (3.55)
","
B (3.07)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Creel, Sarah","
COGS 157 - Music and the Mind (A)
",WI21,74,"
33
","
93.9%
","
100.0%
","
5.56
","
B+ (3.68)
","
A- (3.78)
"
"Creel, Sarah","
COGS 157 - Music and the Mind (A)
",SP20,78,"
28
","
85.2%
","
100.0%
","
5.50
","
A- (3.75)
","
A- (3.95)
"
"Creel, Sarah","
COGS 157 - Music and the Mind (A)
",SP18,54,"
21
","
100.0%
","
100.0%
","
3.20
","
B+ (3.42)
","
B (3.21)
"
"Creel, Sarah","
COGS 157 - Music and the Mind (A)
",WI17,17,"
9
","
77.8%
","
100.0%
","
3.83
","
B+ (3.44)
","
N/A
"
"Frye, Conor Iain","
COGS 157 - Music and the Mind (A)
",S216,11,"
6
","
100.0%
","
100.0%
","
6.10
","
B (3.20)
","
N/A
"
"Creel, Sarah","
COGS 157 - Music and the Mind (A)
",SP15,32,"
11
","
72.7%
","
90.9%
","
3.95
","
B+ (3.40)
","
B (3.20)
"
"Creel, Sarah","
COGS 157 - Music and the Mind (A)
",FA13,32,"
16
","
87.5%
","
87.5%
","
4.88
","
B+ (3.47)
","
B+ (3.56)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Kirsh, David Joel","
COGS 160 - Seminar on Special Topics (B)
",WI23,9,"
4
","
75.0%
","
75.0%
","
2.00
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (A)
",SP22,12,"
3
","
100.0%
","
100.0%
","
5.83
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (A)
",WI22,13,"
4
","
100.0%
","
100.0%
","
7.00
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (A)
",FA21,12,"
3
","
100.0%
","
100.0%
","
9.83
","
A (4.00)
","
N/A
"
"Gupta, Anjum","
COGS 160 - Seminar on Special Topics (A)
",S221,21,"
17
","
94.1%
","
94.1%
","
7.13
","
A- (3.81)
","
B- (2.84)
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (A)
",SP21,18,"
6
","
100.0%
","
100.0%
","
8.10
","
A (4.00)
","
N/A
"
"Gupta, Anjum","
COGS 160 - Seminar on Special Topics (B)
",SP21,54,"
45
","
97.8%
","
100.0%
","
6.46
","
B+ (3.64)
","
B+ (3.44)
"
"Saygin, Ayse P","
COGS 160 - Seminar on Special Topics (B)
",WI21,36,"
17
","
94.1%
","
88.2%
","
4.74
","
B+ (3.53)
","
A- (3.79)
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (A)
",FA20,14,"
5
","
100.0%
","
100.0%
","
6.50
","
A (4.00)
","
N/A
"
"Kiyonaga, Anastasia","
COGS 160 - Seminar on Special Topics (B)
",FA20,58,"
42
","
69.0%
","
70.7%
","
5.36
","
A- (3.83)
","
B+ (3.66)
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (A)
",SP20,9,"
5
","
100.0%
","
100.0%
","
9.50
","
A- (3.75)
","
N/A
"
"Kiyonaga, Anastasia","
COGS 160 - Seminar on Special Topics (B)
",SP20,29,"
8
","
100.0%
","
87.5%
","
5.50
","
A- (3.88)
","
A- (3.94)
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (A)
",WI20,9,"
3
","
100.0%
","
100.0%
","
7.83
","
A (4.00)
","
N/A
"
"Nunez, Rafael E","
COGS 160 - Seminar on Special Topics (B)
",WI20,21,"
6
","
100.0%
","
100.0%
","
3.83
","
B (3.17)
","
B- (3.00)
"
"Kirsh, David Joel","
COGS 160 - Seminar on Special Topics (B)
",FA19,30,"
14
","
100.0%
","
100.0%
","
6.21
","
B+ (3.50)
","
B+ (3.44)
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (A)
",SP19,7,"
4
","
0.0%
","
0.0%
","
0.00
","
N/A
","
N/A
"
"Nunez, Rafael E","
COGS 160 - Seminar on Special Topics (B)
",SP19,20,"
8
","
75.0%
","
87.5%
","
6.25
","
C (2.25)
","
B- (2.70)
"
"Rossano, Federico","
COGS 160 - Seminar on Special Topics (C)
",SP19,34,"
23
","
100.0%
","
100.0%
","
3.63
","
B+ (3.67)
","
B+ (3.62)
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (A)
",WI19,13,"
4
","
66.7%
","
66.7%
","
6.50
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (A)
",FA18,7,"
3
","
66.7%
","
100.0%
","
7.17
","
A (4.00)
","
N/A
"
"Nunez, Rafael E","
COGS 160 - Seminar on Special Topics (B)
",SP18,21,"
8
","
83.3%
","
100.0%
","
3.17
","
B+ (3.67)
","
B- (2.93)
"
"Dow, Steven P","
COGS 160 - Seminar on Special Topics (B)
",FA17,41,"
17
","
100.0%
","
100.0%
","
9.00
","
A- (3.88)
","
B+ (3.64)
"
"Klemmer, Scott R","
COGS 160 - Seminar on Special Topics (A)
",SP17,29,"
14
","
80.0%
","
60.0%
","
7.83
","
A- (3.80)
","
B+ (3.37)
"
"Rangel, Lara M","
COGS 160 - Seminar on Special Topics (D)
",SP17,17,"
13
","
100.0%
","
100.0%
","
5.33
","
A- (3.77)
","
N/A
"
"Coulson, Seana M","
COGS 160 - Seminar on Special Topics (A)
",WI17,4,"
3
","
100.0%
","
100.0%
","
4.50
","
A (4.00)
","
N/A
"
"Dow, Steven P","
COGS 160 - Seminar on Special Topics (C)
",WI17,52,"
33
","
96.9%
","
90.6%
","
5.27
","
B+ (3.48)
","
B+ (3.51)
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (A)
",FA16,8,"
4
","
100.0%
","
100.0%
","
7.17
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (B)
",SP16,7,"
5
","
75.0%
","
100.0%
","
8.00
","
A (4.00)
","
N/A
"
"Mukamel, Eran A","
COGS 160 - Seminar on Special Topics (C)
",SP16,10,"
8
","
100.0%
","
100.0%
","
4.21
","
A- (3.88)
","
N/A
"
"Rossano, Federico","
COGS 160 - Seminar on Special Topics (D)
",SP16,11,"
7
","
100.0%
","
100.0%
","
3.07
","
B+ (3.67)
","
N/A
"
"Dow, Steven P","
COGS 160 - Seminar on Special Topics (E)
",SP16,29,"
12
","
100.0%
","
100.0%
","
9.23
","
A- (3.92)
","
B+ (3.51)
"
"Dow, Steven P","
COGS 160 - Seminar on Special Topics (F)
",SP16,25,"
10
","
100.0%
","
100.0%
","
6.10
","
B+ (3.67)
","
B+ (3.44)
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (B)
",WI16,11,"
5
","
80.0%
","
100.0%
","
8.90
","
A (4.00)
","
N/A
"
"Klemmer, Scott R","
COGS 160 - Seminar on Special Topics (A)
",FA15,20,"
4
","
75.0%
","
50.0%
","
6.50
","
B+ (3.33)
","
B+ (3.64)
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (B)
",FA15,10,"
3
","
100.0%
","
100.0%
","
9.17
","
A (4.00)
","
N/A
"
"Coulson, Seana M","
COGS 160 - Seminar on Special Topics (A)
",SP15,11,"
3
","
100.0%
","
100.0%
","
1.50
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (B)
",SP15,7,"
4
","
100.0%
","
100.0%
","
10.50
","
A (4.00)
","
N/A
"
"Chiba, Andrea","
COGS 160 - Seminar on Special Topics (C)
",WI15,19,"
6
","
75.0%
","
75.0%
","
4.00
","
A- (3.75)
","
N/A
"
"Khalil, Alexander K.","
COGS 160 - Seminar on Special Topics (A)
",FA14,12,"
8
","
100.0%
","
100.0%
","
3.75
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (C)
",FA14,12,"
5
","
100.0%
","
100.0%
","
9.70
","
A (4.00)
","
N/A
"
"Kirsh, David Joel","
COGS 160 - Seminar on Special Topics (C)
",SP14,13,"
3
","
66.7%
","
100.0%
","
4.50
","
A (4.00)
","
N/A
"
"Cohn, Neil Thomas","
COGS 160 - Seminar on Special Topics (D)
",SP14,24,"
9
","
77.8%
","
88.9%
","
6.06
","
A (4.00)
","
A- (3.79)
"
"Coulson, Seana M","
COGS 160 - Seminar on Special Topics (E)
",SP14,15,"
4
","
100.0%
","
100.0%
","
10.50
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (F)
",SP14,14,"
3
","
100.0%
","
100.0%
","
11.17
","
A (4.00)
","
N/A
"
"Bergen, Benjamin","
COGS 160 - Seminar on Special Topics (A)
",WI14,11,"
4
","
100.0%
","
100.0%
","
12.50
","
B (3.00)
","
N/A
"
"Chiba, Andrea","
COGS 160 - Seminar on Special Topics (C)
",WI14,17,"
7
","
100.0%
","
100.0%
","
3.36
","
A- (3.83)
","
N/A
"
"Reynolds, Bryan Randolph","
COGS 160 - Seminar on Special Topics (B)
",FA13,5,"
3
","
100.0%
","
100.0%
","
4.50
","
B+ (3.33)
","
N/A
"
"Coulson, Seana M","
COGS 160 - Seminar on Special Topics (A)
",SP13,14,"
5
","
100.0%
","
100.0%
","
10.50
","
A (4.00)
","
N/A
"
"Bergen, Benjamin","
COGS 160 - Seminar on Special Topics (B)
",WI13,8,"
3
","
100.0%
","
100.0%
","
7.17
","
A (4.00)
","
N/A
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (C)
",WI13,14,"
5
","
100.0%
","
100.0%
","
6.50
","
A (4.00)
","
N/A
"
"De Sa, Virginia","
COGS 160 - Seminar on Special Topics (D)
",WI13,11,"
5
","
100.0%
","
100.0%
","
4.50
","
A (4.00)
","
N/A
"
"Jernigan, Terry Lynne","
COGS 160 - Seminar on Special Topics (E)
",WI13,14,"
5
","
40.0%
","
80.0%
","
6.50
","
B- (2.80)
","
N/A
"
"Deak, Gedeon O.","
COGS 160 - Seminar on Special Topics (A)
",FA12,13,"
7
","
100.0%
","
100.0%
","
9.50
","
A (4.00)
","
N/A
"
"Nunez, Rafael E","
COGS 160 - Seminar on Special Topics (B)
",FA12,58,"
26
","
81.8%
","
95.5%
","
3.41
","
B+ (3.41)
","
B (3.16)
"
"Deak, Gedeon O.                    ","
COGS 160 - Seminar on Special Topics      (A)
",FA10,10,"
4
","
100.0%
","
100.0%
","
7.00
","
A (4.00)
","
N/A
"
"Bergen, Benjamin                   ","
COGS 160 - Seminar on Special Topics      (B)
",FA10,7,"
6
","
100.0%
","
100.0%
","
6.17
","
A (4.00)
","
N/A
"
"Nitz, Douglas A.                   ","
COGS 160 - Seminar on Special Topics      (D)
",FA10,11,"
7
","
100.0%
","
100.0%
","
6.50
","
A (4.00)
","
N/A
"
"Nitz, Douglas A.                   ","
COGS 160 - Seminar on Special Topics      (F)
",FA10,10,"
6
","
100.0%
","
100.0%
","
3.30
","
A (4.00)
","
N/A
"
"Johnson, Christine M.              ","
COGS 160 - Seminar on Special Topics      (A)
",SP10,8,"
5
","
100.0%
","
100.0%
","
6.10
","
A- (3.80)
","
N/A
"
"Saygin, Ayse P                     ","
COGS 160 - Seminar on Special Topics      (B)
",SP10,9,"
6
","
100.0%
","
83.3%
","
11.83
","
A- (3.75)
","
N/A
"
